NPA,Housing_Density_2017,Housing_Units_2017,Housing_Density_2016,Housing_Units_2016,Housing_Density_2015,Housing_Units_2015,Housing_Density_2013,Housing_Units_2013,Housing_Density_2011,Housing_Units_2011,Single_Family_Housing_2017,Single_Family_Units_2017,Single_Family_Housing_2016,Single_Family_Units_2016,Single_Family_Housing_2015,Single_Family_Units_2015,Single_Family_Housing_2013,Single_Family_Units_2013,Single_Family_Housing_2011,Single_Family_Units_2011,Housing_Size_2017,Housing_Size_2016,Housing_Size_2015,Housing_Size_2013,Housing_Size_2011,Housing_Age_2017,Housing_Age_2016,Housing_Age_2015,Housing_Age_2013,Housing_Age_2011,Rental_Houses_2016,Rental_Houses_Units_2016,Rental_Houses_2015,Rental_Houses_Units_2015,Rental_Houses_2013,Rental_Houses_Units_2013,New_Residential_2017,New_Residential_Permit_Units_2017,New_Residential_2016,New_Residential_Permit_Units_2016,New_Residential_2015,New_Residential_Permit_Units_2015,New_Residential_2014,New_Residential_Permit_Units_2014,New_Residential_2013,New_Residential_Permit_Units_2013,New_Residential_2012,New_Residential_Permit_Units_2012,New_Residential_2011,New_Residential_Permit_Units_2011,Residential_Renovation_2017,Residential_Renovation_Permit_Units_2017,Residential_Renovation_2016,Residential_Renovation_Permit_Units_2016,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Residential_Renovation_2014,Residential_Renovation_Permit_Units_2014,Residential_Renovation_2013,Residential_Renovation_Permit_Units_2013,Residential_Renovation_2012,Residential_Renovation_Permit_Units_2012,Residential_Renovation_2011,Residential_Renovation_Permit_Units_2011,Foreclosures_2016,Foreclosed_Units_2016,Foreclosures_2015,Foreclosed_Units_2015,Foreclosures_2013,Foreclosed_Units_2013,Foreclosures_2011,Foreclosed_Units_2011,Home_Sales_Price_2015,Home_Sales_Price_2013,Housing_Violations_2016,Housing_Violations_Total_2016,Housing_Violations_2015,Housing_Violations_Total_2015,Housing_Violations_2013,Housing_Violations_Total_2013,Housing_Violations_2011,Housing_Violations_Total_2011,Subsidized_Housing_2013,Subsidized_Housing_Units_2013,Home_Ownership_2015,Home_Ownership_moe_2015,Residential_Occupancy_2014,Residential_Occupancy_moe_2014,Rental_Costs_2014,Rental_Costs_moe_2014
57,4,669,4,669,4,669,4,669,4.1,683,11,76,11,76,11,76,11,76,11,76,1548,1548,1548,1548,1549,48,47,46,44,42,24,18,24,18,28,21,13.12,22,0,0,0,0,0,0,0,0,0,0,15.48,26,1.19,2,0.6,1,1.79,3,0,0,0.6,1,0.6,1,1.79,3,0.7,2,0.7,2,1.1,3,3,8,107500,34875,0.15,1,1.05,7,0.6,4,0.73,5,0,0,22,10,90,9,693,40
58,2.2,485,2.2,484,2.2,485,2.2,485,2.2,485,53,255,53,256,53,257,53,257,53,257,1883,1877,1867,1864,1864,44,43,42,40,38,17,44,18,46,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,2,2.29,5,3.2,7,1.37,3,2.75,6,0.92,2,0,0,0,0,0,0,0.8,2,1.2,3,127969,111583,3.1,15,2.68,13,2.68,13,2.68,13,10,50,52,9,91,7,841,102
59,3.2,1110,3.2,1110,3.2,1110,3.2,1111,3.2,1111,33,370,34,372,34,372,34,373,34,373,1548,1543,1541,1528,1526,41,40,39,37,35,28,105,27,102,25,95,0,0,0,0,0,0,0,0,0,0,0.29,1,0,0,2.32,8,2.61,9,0.87,3,0.58,2,1.16,4,0.29,1,0.29,1,1.4,8,1.9,11,2.6,15,2.6,15,99542,97972,1.35,15,0.45,5,1.89,21,0.9,10,0,0,34,9,79,8,870,40
60,2.1,1683,1.7,1383,1.4,1127,1.4,1128,1.3,999,0,6,1,7,1,7,1,8,1,9,2032,2434,2434,1714,1790,56,50,49,52,51,71,5,57,4,75,6,0,0,0,0,0.12,1,57.8,463,0.5,4,38.45,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3,1.2,4,,81385,0.43,6,2.84,32,0.35,4,0.7,7,1,10,6,4,89,6,966,121
61,1.4,434,1.4,434,1.4,434,1.4,433,1.4,433,64,276,64,276,64,276,64,275,64,275,1749,1751,1751,1745,1745,26,25,24,22,20,21,57,20,56,19,52,0,0,0,0,0,0,0,0,0.33,1,0,0,0,0,0.66,2,0.66,2,0.66,2,0.66,2,0.66,2,1,3,0,0,0.4,1,2.2,6,1.8,5,0.7,2,124300,120278,0.69,3,0.46,2,0,0,0.46,2,0,0,44,14,91,5,1237,756
62,0.2,64,0.2,64,0.2,64,0.5,138,0.7,199,6,4,6,4,6,4,,,2,4,,,,,,,,,,,,,,,,,0.34,1,0.34,1,0,0,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,
64,6.7,2563,5.4,2045,5.4,2067,5.2,1974,5.2,1972,9,241,12,241,12,242,12,243,12,240,1875,1878,1875,1866,1871,43,42,41,39,37,32,76,32,77,31,75,0,0,0,0,1.05,4,32.46,124,29.84,114,0,0,0.26,1,0.52,2,1.31,5,1.31,5,0.52,2,0.79,3,0.26,1,0.52,2,0.7,8,0.4,4,1.5,17,2,23,85615,59036,0.49,10,0.63,13,0.76,15,0.35,7,2,30,23,,88,,885,
65,3.4,1227,2.6,938,3.4,1225,3,1085,2.7,979,2,29,1,6,2,29,1,7,1,7,1397,1348,1397,1403,1403,31,58,29,54,52,,,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.65,8,0,0,0.1,1,0,0,3,4,78,8,1093,41
66,3.7,1353,3.7,1353,3.7,1353,3.5,1263,3.4,1256,3,35,3,35,3,35,3,35,3,35,2039,2034,2034,2034,2034,30,29,28,26,24,6,2,9,3,6,2,0,0,0,0,0,0,0,0,0.82,3,0,0,0,0,0,0,0.27,1,0,0,0,0,0.55,2,0,0,0.27,1,0.4,1,2.1,5,2.6,6,0.4,1,140400,137231,0.67,9,0.37,5,0.08,1,0,0,0,0,11,6,89,11,934,50
67,6.4,631,6.5,643,6.5,643,6.4,631,3.3,323,0,2,0,2,0,2,0,2,1,2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.01,1,267.68,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0.16,1,0.16,1,0,0,0.31,1,0,0,13,18,91,16,901,87
68,0.9,1132,0.9,1132,0.9,1133,0.9,1133,0.9,1133,31,346,31,345,31,347,31,347,31,347,2119,2122,2117,2114,2114,22,21,20,18,16,15,52,12,43,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5,0.24,3,0.32,4,0.16,2,0.24,3,0.32,4,0.47,6,0.3,2,1.4,10,2,14,1.4,10,131371,138670,0.18,2,0.09,1,0.35,4,0.35,4,0,0,43,10,89,8,905,99
69,1.9,718,1.9,719,1.7,635,2,755,1.7,638,34,246,34,247,39,245,32,245,38,244,4209,4184,4187,4159,4106,40,39,38,37,35,7,18,7,17,7,16,100.64,382,0.79,3,0,0,1.58,6,0.26,1,0.26,1,0,0,5.53,21,5.8,22,8.17,31,7.64,29,6.59,25,5.01,19,2.37,9,0,0,0.3,1,0.3,1,0.8,3,591296,471419,0,0,0.16,1,0.13,1,0,0,0,0,51,5,84,12,1200,204
70,1.8,520,1.8,521,1.8,521,1.8,523,1.8,522,100,520,100,520,100,520,100,522,100,522,1200,1199,1199,1189,1189,57,56,55,53,51,42,216,39,203,38,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,8,3.72,11,2.37,7,1.69,5,1.01,3,1.35,4,1.69,5,0.8,4,1,5,0.6,3,1.7,9,42286,45667,4.22,22,2.5,13,2.29,12,2.49,13,0,0,53,12,93,9,962,77
71,4,1425,4,1425,4,1425,4,1417,4,1408,15,212,15,212,15,212,14,204,14,195,1753,1737,1732,1724,1722,32,31,30,29,28,21,44,20,42,20,40,0,0,0,0,0,0,0,0,4.23,15,0,0,0,0,0.85,3,0.56,2,1.41,5,0,0,0,0,0,0,0.84,3,0,0,0.4,1,0.8,2,1.2,3,121792,122565,2.32,33,1.82,26,2.61,37,0.85,12,0,0,10,4,92,5,835,33
72,1.2,1446,1,1128,1,1176,1,1177,0.5,561,17,244,22,246,21,246,21,247,44,248,2322,2317,2317,2295,2296,23,22,21,19,17,17,42,16,39,14,35,0,0,4.64,54,18.4,214,13.33,155,0,0,23.47,273,0,0,0.34,4,0.26,3,0.26,3,0.26,3,0.26,3,0,0,0.09,1,0.4,2,1.4,8,1.3,7,0.7,4,128838,130919,0.18,2,0,0,0.08,1,0,0,0,0,64,10,95,3,997,106
73,0.3,1096,0.3,1093,0.3,1062,0.3,1041,0.3,1020,100,1096,94,1029,100,1062,100,1041,100,1020,1708,1692,1662,1644,1625,26,25,25,24,22,20,210,20,216,19,201,0.88,36,0.69,28,0.44,18,0.49,20,0.56,23,0.25,10,0.69,28,0.22,9,0.15,6,0.27,11,0.05,2,0.05,2,0.1,4,0.22,9,0.9,10,2.5,27,1.7,18,1.4,14,136787,152454,0.64,7,0.38,4,0.19,2,0.2,2,0,0,78,8,93,6,1152,192
74,3.7,740,3.7,740,3.7,740,3.7,740,3.7,740,23,172,23,172,23,172,23,172,23,172,1469,1468,1468,1468,1468,33,32,31,29,27,10,17,10,17,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.5,5,2.5,5,1.5,3,1.5,3,2,4,0.2,1,0.2,1,0.3,2,0.5,3,135264,120398,0.14,1,0.27,2,0.27,2,0,0,0,0,69,12,96,6,946,130
75,2.3,791,2.3,795,2.4,795,2.2,739,2,671,33,258,33,262,33,262,35,261,39,261,4422,4401,4412,4383,4391,15,15,14,12,10,7,18,8,20,6,15,96.15,330,0.87,3,0,0,13.57,46,53.39,181,67.55,229,10.03,34,5.83,20,4.37,15,18.61,63,5.61,19,2.07,7,2.95,10,2.66,9,0.9,7,0.5,4,1.9,14,1.9,13,292986,254698,0.13,1,0,0,0,0,0,0,0,0,90,8,95,4,,
76,0.9,1173,0.9,1154,0.9,1105,0.8,970,0.6,787,100,1173,100,1150,100,1105,100,970,100,787,2493,2497,2484,2468,2443,14,13,12,12,12,11,128,11,122,11,107,0,0,0,0,1.7,22,5.86,76,13.35,173,8.02,104,6.25,81,0.46,6,0.38,5,1.16,15,1.39,18,0.85,11,1,13,0.69,9,0.5,6,0.7,8,0.5,5,1.5,12,229740,206780,0.09,1,0.09,1,0.1,1,0,0,0,0,96,3,98,3,961,148
77,2.2,2244,2.2,2245,2.2,2245,2.1,2127,2,2049,47,1051,47,1052,47,1052,49,1035,48,989,2117,2117,2117,2111,2099,14,13,12,10,8,24,254,22,227,19,199,0,0,0,0,0,0,0.68,7,6.04,62,4.39,45,2.83,29,0.78,8,0.49,5,0.39,4,0.58,6,0.1,1,1.17,12,1.36,14,0.4,5,2,24,1.7,19,2.4,25,157004,154219,0.04,1,0.09,2,0,0,0.05,1,0,0,43,7,96,3,971,94
78,1.5,919,1.5,919,1.5,912,1.4,896,1.3,837,46,427,47,427,46,420,45,404,41,345,2553,2553,2556,2542,2483,16,15,14,13,13,9,39,8,34,8,34,2.21,14,0,0,0,0,2.06,13,3.97,25,4.6,29,5.71,36,0.95,6,0.32,2,1.27,8,0.16,1,1.11,7,0.95,6,0.63,4,0,0,0.6,4,1.3,8,2.4,14,184235,194610,0.33,3,0.55,5,0.56,5,0.12,1,0,0,59,8,97,3,1027,123
79,9.3,679,7.1,518,7.1,518,9.3,679,9.3,679,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.39,2,0.39,2,0.88,6,0.59,4,7,50,0,2,83,12,768,48
80,1.7,1174,1.7,1163,1.7,1163,1.7,1175,1.7,1161,2,22,2,23,2,23,2,23,2,23,1643,1634,1634,1569,1569,51,51,50,48,46,43,10,48,11,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,0,0,0.15,1,0,0,0,0,0,0,0,0,2.2,9,2.2,9,0.7,3,1.8,7,104632,99286,0,0,0,0,0.17,2,0.17,2,0,0,24,15,91,12,903,74
81,2.5,466,2.4,454,2.4,454,2.4,454,2.4,454,60,280,62,280,62,280,62,280,62,280,2013,2013,2013,2009,2009,22,21,20,18,16,13,36,14,38,10,27,0,0,0,0,0,0,6.74,13,0,0,0,0,0,0,0.52,1,1.57,3,0,0,1.55,3,1.55,3,1.03,2,1.55,3,0.7,3,1.8,8,2.4,11,1.1,5,152536,143162,0,0,0,0,0,0,0,0,0,0,94,9,77,4,,
82,3.1,1161,3,1134,2.4,902,2.4,902,2.4,902,38,437,36,410,42,380,42,380,42,380,2803,2823,2783,2781,2781,12,12,12,10,8,19,76,18,70,12,45,0,0,0.27,1,8.95,34,55.26,210,0,0,0,0,0,0,0.53,2,1.6,6,0.79,3,0.53,2,0.79,3,0.79,3,1.05,4,0.7,5,1.9,13,2.6,18,4.5,31,185314,198121,0.18,2,0.11,1,0,0,0,0,0,0,63,12,93,6,1198,180
83,0.1,294,0.1,291,0.1,291,0.1,294,0.1,293,100,294,78,226,100,291,100,294,100,293,2013,2147,1935,1930,1898,41,44,40,39,37,28,64,26,77,30,88,0.13,3,0.04,1,0.13,3,0.08,2,0,0,0.08,2,0.13,3,0.38,9,0.38,9,0.17,4,0.46,11,0.21,5,0.25,6,0.08,2,0.3,1,0.7,2,0.7,2,0.3,1,278542,304429,3.09,9,2.06,6,1.02,3,0.68,2,0,0,72,9,90,9,740,42
84,0.1,230,0.1,240,0.1,264,0.1,272,0.1,274,100,230,95,229,100,264,100,272,100,274,1710,1537,1975,1947,1941,48,51,48,46,44,52,119,50,132,38,104,1.01,25,0.48,12,0.4,10,0.04,1,0.04,1,0,0,0,0,0.08,2,0,0,0.04,1,0,0,0.04,1,0.04,1,0.12,3,0.8,2,0.8,2,0.4,1,1.1,3,,124000,0.42,1,0.76,2,1.47,4,0.36,1,0,0,40,14,81,13,1098,77
85,2.8,767,2.8,769,2.8,771,2.8,776,2.8,782,82,631,82,634,82,636,83,641,83,647,1026,1033,1032,1028,1028,59,58,58,56,54,71,448,63,402,69,441,0,0,0,0,0,0,0.36,1,0,0,0,0,1.09,3,3.63,10,4.35,12,6.53,18,5.44,15,2.9,8,6.17,17,5.44,15,0.5,3,0.9,5,1.4,8,1.1,6,32500,50250,5.46,42,6.23,48,4.64,36,4.99,39,10,81,26,7,87,9,789,75
86,11.3,1116,11.3,1116,11.3,1116,10,993,10.6,1050,2,23,2,23,2,23,2,23,2,23,890,890,890,890,890,62,61,60,58,56,91,21,48,11,91,21,9.08,9,0,0,0,0,35.35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0,0,2.5,5,128700,60812,2.6,29,12.28,137,4.33,43,1.71,18,7,74,1,1,92,5,771,59
87,3.5,682,3.5,681,3.5,682,3.5,684,3.5,691,46,312,46,312,46,313,46,314,47,322,1286,1277,1267,1270,1267,62,62,61,59,57,25,78,25,78,26,81,28.08,55,6.13,12,2.55,5,1.02,2,0,0,0,0,0,0,9.19,18,7.66,15,1.53,3,2.04,4,3.06,6,4.08,8,1.53,3,0,0,0.3,1,0.6,2,0.6,2,178881,156562,1.17,8,2.2,15,2.63,18,0.43,3,5,34,40,11,100,0,674,43
88,1.1,474,1.1,466,1.1,469,1.1,474,1.1,481,100,474,100,466,100,469,100,474,100,481,1010,1007,1008,1004,1003,52,52,51,50,48,60,279,56,262,62,294,1.4,6,3.49,15,2.56,11,0,0,0,0,0,0,0.7,3,4.42,19,3.72,16,2.33,10,1.63,7,1.4,6,0.93,4,2.79,12,1.2,5,2.1,9,1,4,0.7,3,38375,53667,6.22,29,5.33,25,4.22,20,3.12,15,4,18,34,11,90,9,815,86
89,2.3,550,2.3,549,2.3,550,2.3,549,2.3,549,100,550,100,549,100,550,100,549,100,549,1393,1391,1384,1373,1371,36,35,34,32,30,28,156,27,148,27,146,0,0,0,0,0.42,1,0,0,0,0,0,0,0,0,2.1,5,2.95,7,4.63,11,2.52,6,2.52,6,1.26,3,2.52,6,0.4,2,1.5,8,1.9,10,1.5,8,89977,87190,0.73,4,0.55,3,1.28,7,1.28,7,0,0,76,17,100,0,1124,33
90,3.3,828,3.3,828,3.3,828,3.3,828,3.3,826,41,337,41,338,41,338,41,338,41,337,1367,1360,1359,1353,1354,59,58,57,55,53,37,124,34,116,35,118,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6,5.6,14,4.8,12,3.6,9,1.2,3,1.6,4,0.8,2,0.6,2,0.3,1,1.5,5,0.9,3,125941,137542,2.17,18,1.09,9,2.05,17,2.18,18,0,0,22,6,98,3,809,107
91,3,838,3,839,3,839,3,839,3,840,83,694,83,695,83,695,83,695,83,696,1510,1508,1507,1502,1502,36,35,34,32,30,23,161,22,150,21,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,7,2.48,7,2.12,6,1.77,5,2.12,6,1.06,3,1.06,3,1,7,1.9,13,2,14,2.3,16,101315,94794,0.48,4,0.48,4,0.83,7,0.24,2,0,0,67,9,98,3,871,31
92,4.9,1344,5,1344,4.9,1330,3.9,1058,3.4,909,0,2,0,2,0,2,0,2,0,2,,,,,,,,,,,,,,,,,0,0,0,0,50.74,137,16.3,44,65.93,178,0,0,0,0,1.1,3,0.73,2,0.37,1,0,0,0,0,0.37,1,0,0,1.5,5,1.8,6,3.4,11,0.6,2,171532,180712,0,0,0.08,1,0,0,0.11,1,8,86,22,6,94,5,1135,47
93,1.1,624,1.1,624,1.1,624,1.1,624,1.1,624,1,4,1,4,1,4,1,4,1,4,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,2,0,0,0,0,0,0,0,0,,,,,,,,,,,0.8,5,0,0,0.96,6,0.96,6,0,0,0,2,95,8,887,52
94,0.6,378,0.6,378,0.6,379,0.6,379,0.6,379,94,354,94,354,94,355,94,355,94,355,1139,1133,1133,1133,1132,44,43,42,40,38,31,111,31,109,29,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,3,0.91,6,1.07,7,0.76,5,0.61,4,0.46,3,0.61,4,1.1,4,0.9,3,1.1,4,0.6,2,53100,,1.06,4,0,0,1.06,4,0.26,1,0,0,57,10,82,5,1019,396
95,1.5,672,1.5,672,1.5,672,1.5,672,1.5,672,53,354,53,354,53,354,53,354,53,354,1743,1742,1742,1737,1736,21,20,19,17,15,14,51,14,51,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,6,1.13,5,1.58,7,0.68,3,0.23,1,0.23,1,0.68,3,0.3,1,0.6,2,1.7,6,0.9,3,151580,139179,0.15,1,0.15,1,0.3,2,0,0,0,0,29,12,100,0,1057,183
96,2.7,1925,2.6,1865,2.5,1804,2.1,1522,1.6,1180,31,606,32,605,34,605,40,606,51,606,1602,1604,1601,1598,1589,23,22,21,19,17,15,92,15,89,13,76,24.06,173,5.56,40,7.47,54,11.07,80,16.6,120,46.2,334,0.69,5,0.7,5,0.7,5,0.69,5,0.69,5,1.11,8,0.55,4,2.21,16,1,10,2.7,26,1.4,13,2,18,132946,128136,0.21,4,0.28,5,0.2,3,0.42,5,0,0,44,8,93,5,978,46
97,2.9,1578,2.9,1556,2.9,1555,2.9,1550,2.9,1550,58,916,59,915,59,915,59,916,59,916,1884,1884,1884,1884,1882,25,24,23,21,19,13,118,11,103,9,82,38.27,210,6.01,33,1.84,10,0,0,0,0,0,0,0,0,1.82,10,1.46,8,1.1,6,1.47,8,1.1,6,1.84,10,2.2,12,0.9,10,0.9,11,0.6,7,1.2,14,158062,148801,0.06,1,0.13,2,0.13,2,0.19,3,0,0,62,8,96,4,763,103
98,0.6,992,0.6,977,0.6,945,0.6,924,0.6,916,86,856,86,840,86,809,85,788,85,780,2152,2085,2081,2084,2080,16,16,15,14,12,19,158,18,143,16,129,8.55,137,6.55,105,0.87,14,2.37,38,0.75,12,0,0,0.87,14,1.87,30,0.31,5,0.19,3,0.25,4,0.19,3,0.06,1,0.19,3,1.4,14,2.5,24,3.1,29,4.6,42,130774,127197,0.1,1,0.42,4,0.22,2,0.22,2,0,0,90,12,100,0,1066,755
99,1.6,645,1.6,645,1.6,645,1.6,645,1.6,644,100,645,100,645,100,645,100,645,100,644,1893,1893,1893,1892,1890,45,44,43,41,39,18,114,16,103,17,108,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,2.52,10,4.54,18,4.03,16,2.27,9,2.02,8,1.26,5,1.51,6,0.3,2,1.3,8,0.9,6,0.9,6,158809,154884,0.62,4,0.62,4,0.31,2,0.16,1,0,0,86,7,94,4,1150,40
100,1,697,1,699,1,701,1,701,1,701,63,439,63,441,63,443,63,443,63,443,1418,1418,1418,1402,1402,40,39,39,37,35,35,154,31,136,33,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,7,1.11,8,1.11,8,1.25,9,0.56,4,0.7,5,0.7,5,0.5,3,1.9,11,0.9,5,1.4,8,,57250,2.29,16,1.71,12,2.57,18,0.57,4,0,0,51,11,93,7,818,84
101,5.8,727,5.8,728,5.8,728,5.8,728,5.8,729,12,89,12,89,12,90,12,90,12,91,1316,1292,1300,1300,1280,35,35,33,31,30,29,26,31,28,31,28,0.79,1,0,0,0,0,0,0,0.79,1,0,0,0,0,0,0,0,0,0.79,1,1.58,2,0,0,0,0,0,0,0,0,2.2,2,0,0,2.2,2,,,1.65,12,2.2,16,3.16,23,1.51,11,0,0,9,6,83,9,729,17
102,2.7,525,2.7,525,2.7,524,2.7,523,2.7,524,61,318,61,318,60,317,60,316,60,317,1211,1210,1204,1199,1200,40,39,38,36,34,39,125,40,126,39,122,0.51,1,0,0,0,0,0.51,1,0,0,0,0,0,0,0.51,1,6.6,13,2.54,5,2.03,4,0.51,1,2.54,5,1.02,2,0,0,2.8,9,1.6,5,2.2,7,81778,93833,1.52,8,1.72,9,0.57,3,0.57,3,0,0,21,8,84,11,874,112
103,3.6,481,3.5,480,3.5,480,3.5,481,3.5,479,47,228,47,227,47,227,47,228,47,227,1209,1210,1210,1203,1202,18,17,16,14,12,42,95,39,89,37,84,151.05,203,0,0,0.74,1,0,0,0,0,0.74,1,0,0,0.74,1,0.74,1,0.74,1,1.47,2,0.74,1,0,0,0.74,1,1.5,7,1.9,9,0.8,4,0,0,,50643,0.83,4,0.83,4,1.46,7,1.46,7,0,0,37,9,97,4,753,106
105,3.9,868,3.5,784,2.9,633,2.4,525,2,434,23,202,24,189,27,170,30,156,35,150,1889,1856,1747,1684,1657,42,43,47,49,49,16,30,16,27,15,23,14.89,33,76.73,170,170.72,379,64.41,143,41.44,92,11.71,26,33.33,74,2.71,6,4.06,9,2.26,5,1.81,4,3.61,8,4.96,11,0.45,1,0,0,0.5,3,0.4,2,0,0,225285,218032,0.26,2,0.47,3,0.57,3,0.23,1,9,48,82,10,95,3,1268,375
106,4.8,729,4.8,729,4.8,729,4.8,729,4.8,729,5,38,5,38,5,38,5,38,5,38,1501,1501,1502,1502,1502,54,53,52,51,49,29,11,21,8,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,4,1.98,3,1.98,3,0.66,1,0,0,0.66,1,0.66,1,0,0,6.7,2,0,0,0,0,225222,,1.37,10,1.37,10,1.51,11,2.47,18,0,0,1,2,87,9,683,46
107,4.2,675,4.2,675,6.7,1071,6.7,1071,6.7,1071,4,25,4,25,2,25,2,25,2,25,1530,1530,1530,1532,1532,59,58,57,55,53,56,14,44,11,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,3.5,9,1.6,4,0.4,1,94619,96694,0.3,2,0.19,2,0.28,3,0,0,0,0,14,8,95,4,753,102
108,1,549,1,548,1,549,1,547,1,547,78,427,77,424,78,427,78,425,78,425,1837,1843,1827,1827,1825,30,29,28,26,24,16,68,16,68,15,64,0.17,1,0,0,0,0,0,0,0,0,0.17,1,0.17,1,1.22,7,1.92,11,0.35,2,0.7,4,0.87,5,0.17,1,3.85,22,0.2,1,1.8,10,2.6,14,1.3,7,139483,148560,,,,,,,,,0,0,74,6,98,8,1266,185
109,0.8,974,0.8,947,0.7,913,0.7,872,0.7,836,62,603,60,570,65,597,65,564,66,548,3304,3386,3264,3241,3234,21,20,20,19,17,9,50,10,60,11,63,0.16,2,0.48,6,1.45,18,2.34,29,3.87,48,1.53,19,0.81,10,1.28,16,2.89,36,1.93,24,1.45,18,1.21,15,1.13,14,1.05,13,0.5,4,1.1,8,0.7,5,1.3,8,396409,365949,0,0,0,0,0.11,1,0.12,1,11,100,69,5,85,5,930,48
110,0.5,759,0.5,761,0.5,757,0.5,759,0.5,754,68,519,68,518,68,517,68,519,68,514,2279,2266,2251,2222,2226,29,28,27,25,23,22,113,21,110,20,105,0.43,6,0.14,2,0.07,1,0.07,1,0.22,3,0,0,0,0,0.72,10,0.43,6,0.86,12,0.43,6,0.86,12,0.22,3,0.36,5,0.4,2,0.8,4,1,5,0.8,4,220185,272107,0.13,1,0.26,2,0.4,3,0.13,1,0,0,67,10,100,0,878,95
111,1.5,1096,1.4,1080,1.5,1150,1.4,1093,1.2,889,66,724,66,708,57,658,55,602,62,555,2532,2442,2388,2336,2276,14,14,14,13,12,16,114,17,113,15,93,19.55,147,11.97,90,3.53,27,7.98,61,9.29,71,2.62,20,4.71,36,0.53,4,0.66,5,0.92,7,0.65,5,0.65,5,0.52,4,0.26,2,0.7,6,2.1,16,1,7,1.6,10,221137,189831,0.28,3,0.26,3,0.18,2,0,0,0,0,42,15,98,4,1054,150
112,0.4,632,0.4,584,0.3,552,0.3,537,0.3,527,94,592,93,544,93,512,93,497,92,487,2160,2127,2071,2048,2033,28,29,30,29,28,29,158,28,144,30,148,0.24,4,1.34,22,2.21,36,2.15,35,0.86,14,0.43,7,0,0,0.61,10,0.67,11,0.49,8,0.55,9,0.25,4,0.31,5,0.43,7,0.2,1,1.7,9,2.5,13,1.2,6,146148,144232,0.17,1,0.36,2,0.37,2,0,0,0,0,62,13,90,5,1122,190
113,1.1,1487,1.1,1446,1.1,1421,1,1376,1,1329,100,1487,100,1445,100,1421,100,1376,100,1329,1715,1713,1693,1686,1678,19,19,18,17,15,25,362,25,349,23,313,5.16,69,1.49,20,3.22,43,2.25,30,4.12,55,1.05,14,1.65,22,0.82,11,0.6,8,1.12,15,0.22,3,0.52,7,0.52,7,0.22,3,1,14,3,42,2.2,30,2.9,39,132072,115921,0.41,6,0.21,3,0.65,9,0,0,0,0,77,10,97,7,1121,9
114,0.7,441,0.7,441,0.7,424,0.7,426,0.8,546,51,227,52,227,54,227,54,229,42,231,910,910,910,908,906,58,57,56,54,52,78,176,66,150,79,180,0,0,0,0,9.77,64,0.31,2,1.68,11,0,0,0,0,0.61,4,0.46,3,0.92,6,0.15,1,0.46,3,0.46,3,0,0,0.6,1,0.6,1,1.1,2,1.1,2,,,3.63,16,3.07,13,1.88,8,1.83,10,0,0,10,6,68,8,623,112
115,2.6,1839,2.6,1839,2.5,1810,2.4,1725,2.1,1522,77,1411,77,1411,76,1382,75,1296,67,1014,3003,3000,2982,2977,2839,13,12,11,9,10,7,98,6,80,6,75,0,0,0,0,0.14,1,5.29,38,15.88,114,20.61,148,22.28,160,3.76,27,3.2,23,10.31,74,4.6,33,4.87,35,3.9,28,6.41,46,0.2,3,0.4,6,0.9,14,0.7,8,360919,352364,0.05,1,0.11,2,0,0,0.07,1,0,0,87,7,91,6,1503,184
